OBJECTID,COUNTRY,ISO3,ISO2,ADM1_NAME,ADM1_CODE,ADM1_ID,ADM1_Type,ADM2_NAME,ADM2_CODE,ADM2_ID,ADM2_Type,ADM3_NAME,ADM3_CODE,ADM3_ID,ADM3_Type,Latitude,Longitude
184873,Malawi,MWI,MW,Southern,MW3,3,Region,Machinga,MW302,2,District,Machinga Boma,MW30220,20,Traditional Area,-15.17578727,35.29749383
184874,Malawi,MWI,MW,Southern,MW3,3,Region,Machinga,MW302,2,District,Liwonde Town,MW30221,21,Traditional Area,-15.0630146,35.23958198
184875,Malawi,MWI,MW,Southern,MW3,3,Region,Zomba,MW303,3,District,TA Kuntumanji,MW30301,1,Traditional Area,-15.27724896,35.4787545
184876,Malawi,MWI,MW,Southern,MW3,3,Region,Zomba,MW303,3,District,TA Mwambo,MW30302,2,Traditional Area,-15.46416829,35.50845114
184877,Malawi,MWI,MW,Southern,MW3,3,Region,Zomba,MW303,3,District,TA Mkumbira,MW30303,3,Traditional Area,-15.33098205,35.69976106
184878,Malawi,MWI,MW,Southern,MW3,3,Region,Zomba,MW303,3,District,TA Chikowi,MW30304,4,Traditional Area,-15.48724751,35.34916278
184879,Malawi,MWI,MW,Southern,MW3,3,Region,Zomba,MW303,3,District,TA Mbiza,MW30305,5,Traditional Area,-15.59893255,35.35094326
184880,Malawi,MWI,MW,Southern,MW3,3,Region,Zomba,MW303,3,District,TA Malemia,MW30306,6,Traditional Area,-15.29091929,35.34486025
184881,Malawi,MWI,MW,Southern,MW3,3,Region,Zomba,MW303,3,District,TA Mlumbe,MW30307,7,Traditional Area,-15.41290329,35.15799597
184882,Malawi,MWI,MW,Southern,MW3,3,Region,Zomba,MW303,3,District,STA Nkagula,MW30308,8,Traditional Area,-15.36462799,35.46913742
184883,Malawi,MWI,MW,Southern,MW3,3,Region,Zomba,MW303,3,District,STA Ntholowa,MW30309,9,Traditional Area,-15.55934802,35.25480812
184884,Malawi,MWI,MW,Southern,MW3,3,Region,Zomba,MW303,3,District,STA Ngwelero,MW30310,10,Traditional Area,-15.61207459,35.45646515
184885,Malawi,MWI,MW,Southern,MW3,3,Region,Zomba,MW303,3,District,STA Nkapita,MW30311,11,Traditional Area,-15.28323088,35.19284474
184886,Malawi,MWI,MW,Southern,MW3,3,Region,Chiradzulu,MW304,4,District,TA Mpama,MW30401,1,Traditional Area,-15.66053409,35.1557983
184887,Malawi,MWI,MW,Southern,MW3,3,Region,Chiradzulu,MW304,4,District,TA Likoswe,MW30402,2,Traditional Area,-15.80856053,35.15855686
184888,Malawi,MWI,MW,Southern,MW3,3,Region,Chiradzulu,MW304,4,District,TA Kadewere,MW30403,3,Traditional Area,-15.71775031,35.24038462
184889,Malawi,MWI,MW,Southern,MW3,3,Region,Chiradzulu,MW304,4,District,TA Nkalo,MW30404,4,Traditional Area,-15.90654258,35.27439978
184890,Malawi,MWI,MW,Southern,MW3,3,Region,Chiradzulu,MW304,4,District,TA Chitera,MW30405,5,Traditional Area,-15.59012738,35.13449487
184891,Malawi,MWI,MW,Southern,MW3,3,Region,Chiradzulu,MW304,4,District,TA Nchema,MW30406,6,Traditional Area,-15.60610833,35.21326299
184892,Malawi,MWI,MW,Southern,MW3,3,Region,Chiradzulu,MW304,4,District,STA Mpunga,MW30407,7,Traditional Area,-15.81370499,35.26646121
184893,Malawi,MWI,MW,Southern,MW3,3,Region,Chiradzulu,MW304,4,District,STA Sandareki,MW30408,8,Traditional Area,-15.67718566,35.27429278
184894,Malawi,MWI,MW,Southern,MW3,3,Region,Chiradzulu,MW304,4,District,STA Onga,MW30409,9,Traditional Area,-15.74021837,35.19166334
184895,Malawi,MWI,MW,Southern,MW3,3,Region,Chiradzulu,MW304,4,District,Chiradzulu Boma,MW30420,20,Traditional Area,-15.69673203,35.18791437
184896,Malawi,MWI,MW,Southern,MW3,3,Region,Blantyre,MW305,5,District,TA Kapeni,MW30501,1,Traditional Area,-15.64316103,35.01056349
184897,Malawi,MWI,MW,Southern,MW3,3,Region,Blantyre,MW305,5,District,TA Lundu,MW30502,2,Traditional Area,-15.47907954,35.05616895
184898,Malawi,MWI,MW,Southern,MW3,3,Region,Blantyre,MW305,5,District,TA Chigaru,MW30503,3,Traditional Area,-15.44713448,34.94820745
184899,Malawi,MWI,MW,Southern,MW3,3,Region,Blantyre,MW305,5,District,TA Kunthembwe,MW30504,4,Traditional Area,-15.68509374,34.81727875
184900,Malawi,MWI,MW,Southern,MW3,3,Region,Blantyre,MW305,5,District,TA Makata,MW30505,5,Traditional Area,-15.58796923,35.09177117
184901,Malawi,MWI,MW,Southern,MW3,3,Region,Blantyre,MW305,5,District,TA Kuntaja,MW30506,6,Traditional Area,-15.6696648,34.92233519
184902,Malawi,MWI,MW,Southern,MW3,3,Region,Blantyre,MW305,5,District,TA Machinjiri,MW30507,7,Traditional Area,-15.70249473,35.07369032
184903,Malawi,MWI,MW,Southern,MW3,3,Region,Blantyre,MW305,5,District,TA Somba,MW30508,8,Traditional Area,-15.9019421,34.93145206
184904,Malawi,MWI,MW,Southern,MW3,3,Region,Mwanza,MW306,6,District,TA Kanduku,MW30601,1,Traditional Area,-15.65825359,34.55049331
184905,Malawi,MWI,MW,Southern,MW3,3,Region,Mwanza,MW306,6,District,TA Nthache,MW30602,2,Traditional Area,-15.62511019,34.47077211
184906,Malawi,MWI,MW,Southern,MW3,3,Region,Mwanza,MW306,6,District,STA Govati,MW30603,3,Traditional Area,-15.72930835,34.42266306
184907,Malawi,MWI,MW,Southern,MW3,3,Region,Mwanza,MW306,6,District,Majete Game Reserve - Mwanza,MW30604,4,Traditional Area,-15.8007661,34.6546107
184908,Malawi,MWI,MW,Southern,MW3,3,Region,Mwanza,MW306,6,District,Mwanza Boma,MW30620,20,Traditional Area,-15.59420186,34.51705308
184909,Malawi,MWI,MW,Southern,MW3,3,Region,Thyolo,MW307,7,District,TA Nsabwe,MW30701,1,Traditional Area,-16.31112727,35.2182445
184910,Malawi,MWI,MW,Southern,MW3,3,Region,Thyolo,MW307,7,District,STA Thukuta,MW30702,2,Traditional Area,-16.36170932,35.25138836
184911,Malawi,MWI,MW,Southern,MW3,3,Region,Thyolo,MW307,7,District,STA Mbawela,MW30703,3,Traditional Area,-16.24016758,35.22217136
184912,Malawi,MWI,MW,Southern,MW3,3,Region,Thyolo,MW307,7,District,TA Changata,MW30704,4,Traditional Area,-16.23105412,35.14635594
184913,Malawi,MWI,MW,Southern,MW3,3,Region,Thyolo,MW307,7,District,TA Mphuka,MW30705,5,Traditional Area,-16.0973616,35.01807386
184914,Malawi,MWI,MW,Southern,MW3,3,Region,Thyolo,MW307,7,District,TA Kwethemule,MW30706,6,Traditional Area,-16.17710197,35.08728195
184915,Malawi,MWI,MW,Southern,MW3,3,Region,Thyolo,MW307,7,District,TA Kapichi,MW30707,7,Traditional Area,-16.11580447,35.27180827
184916,Malawi,MWI,MW,Southern,MW3,3,Region,Thyolo,MW307,7,District,TA Nchilamwela,MW30708,8,Traditional Area,-16.08494752,35.17026298
184917,Malawi,MWI,MW,Southern,MW3,3,Region,Thyolo,MW307,7,District,TA Chimaliro,MW30709,9,Traditional Area,-15.93525988,35.19575698
184918,Malawi,MWI,MW,Southern,MW3,3,Region,Thyolo,MW307,7,District,TA Bvumbwe,MW30710,10,Traditional Area,-15.94721237,35.07830594
184919,Malawi,MWI,MW,Southern,MW3,3,Region,Thyolo,MW307,7,District,TA Thomas,MW30711,11,Traditional Area,-16.01693001,34.96755322
184920,Malawi,MWI,MW,Southern,MW3,3,Region,Thyolo,MW307,7,District,TA Nanseta,MW30712,12,Traditional Area,-16.0195202,35.26644167
184921,Malawi,MWI,MW,Southern,MW3,3,Region,Thyolo,MW307,7,District,TA Ngolongoliwa,MW30713,13,Traditional Area,-15.99510135,35.19544545
184922,Malawi,MWI,MW,Southern,MW3,3,Region,Thyolo,MW307,7,District,STA Boyidi,MW30714,14,Traditional Area,-15.97155542,35.1165293
184923,Malawi,MWI,MW,Southern,MW3,3,Region,Thyolo,MW307,7,District,Thyolo Boma,MW30720,20,Traditional Area,-16.06992973,35.14424126
184924,Malawi,MWI,MW,Southern,MW3,3,Region,Thyolo,MW307,7,District,Luchenza Town,MW30721,21,Traditional Area,-16.00685666,35.30618954
184925,Malawi,MWI,MW,Southern,MW3,3,Region,Mulanje,MW308,8,District,TA Mabuka,MW30801,1,Traditional Area,-16.07860404,35.49626139
184926,Malawi,MWI,MW,Southern,MW3,3,Region,Mulanje,MW308,8,District,TA Laston Njema,MW30802,2,Traditional Area,-16.02599217,35.73461368
184927,Malawi,MWI,MW,Southern,MW3,3,Region,Mulanje,MW308,8,District,TA Chikumbu,MW30803,3,Traditional Area,-16.03500563,35.41308385
184928,Malawi,MWI,MW,Southern,MW3,3,Region,Mulanje,MW308,8,District,TA Nthiramanja,MW30804,4,Traditional Area,-15.99356874,35.35029948
184929,Malawi,MWI,MW,Southern,MW3,3,Region,Mulanje,MW308,8,District,TA Nkanda,MW30805,5,Traditional Area,-15.84755137,35.4592462
184930,Malawi,MWI,MW,Southern,MW3,3,Region,Mulanje,MW308,8,District,TA Juma,MW30806,6,Traditional Area,-15.75551705,35.38883069
184931,Malawi,MWI,MW,Southern,MW3,3,Region,Mulanje,MW308,8,District,STA Sunganinzeru,MW30807,7,Traditional Area,-16.05747945,35.61929913
184932,Malawi,MWI,MW,Southern,MW3,3,Region,Mulanje,MW308,8,District,STA Tombondiya,MW30808,8,Traditional Area,-16.15695909,35.33688563
184933,Malawi,MWI,MW,Southern,MW3,3,Region,Mulanje,MW308,8,District,Mulanje Mountain Reserve,MW30809,9,Traditional Area,-15.93549832,35.64197729
184934,Malawi,MWI,MW,Southern,MW3,3,Region,Mulanje,MW308,8,District,Mulanje Boma,MW30820,20,Traditional Area,-16.01389433,35.49748069
184935,Malawi,MWI,MW,Southern,MW3,3,Region,Phalombe,MW309,9,District,TA Mkhumba,MW30901,1,Traditional Area,-15.76324507,35.59670613
184936,Malawi,MWI,MW,Southern,MW3,3,Region,Phalombe,MW309,9,District,TA Nazombe,MW30902,2,Traditional Area,-15.75102374,35.77955651
184937,Malawi,MWI,MW,Southern,MW3,3,Region,Phalombe,MW309,9,District,TA Chiwalo,MW30903,3,Traditional Area,-15.57700223,35.78740768
184938,Malawi,MWI,MW,Southern,MW3,3,Region,Phalombe,MW309,9,District,TA Nkhulambe,MW30904,4,Traditional Area,-15.87341691,35.78385931
184939,Malawi,MWI,MW,Southern,MW3,3,Region,Phalombe,MW309,9,District,TA Jenala,MW30905,5,Traditional Area,-15.58958226,35.61225879
184940,Malawi,MWI,MW,Southern,MW3,3,Region,Phalombe,MW309,9,District,TA Kaduya,MW30906,6,Traditional Area,-15.7064385,35.69833443
184941,Malawi,MWI,MW,Southern,MW3,3,Region,Phalombe,MW309,9,District,Phalombe Boma,MW30920,20,Traditional Area,-15.80023935,35.65296646
184942,Malawi,MWI,MW,Southern,MW3,3,Region,Chikwawa,MW310,10,District,TA Ngabu,MW31001,1,Traditional Area,-16.42820344,34.83343385
184943,Malawi,MWI,MW,Southern,MW3,3,Region,Chikwawa,MW310,10,District,TA Lundu,MW31002,2,Traditional Area,-16.21463359,34.86036957
184944,Malawi,MWI,MW,Southern,MW3,3,Region,Chikwawa,MW310,10,District,TA Chapananga,MW31003,3,Traditional Area,-15.909221,34.42340462
184945,Malawi,MWI,MW,Southern,MW3,3,Region,Chikwawa,MW310,10,District,TA Maseya,MW31004,4,Traditional Area,-16.10871992,34.85527683
184946,Malawi,MWI,MW,Southern,MW3,3,Region,Chikwawa,MW310,10,District,TA Katunga,MW31005,5,Traditional Area,-16.09822738,34.76232928
184947,Malawi,MWI,MW,Southern,MW3,3,Region,Chikwawa,MW310,10,District,TA Kasisi,MW31006,6,Traditional Area,-15.93323906,34.78040299
184948,Malawi,MWI,MW,Southern,MW3,3,Region,Chikwawa,MW310,10,District,TA Makhwira,MW31007,7,Traditional Area,-16.28464645,35.00158137
184949,Malawi,MWI,MW,Southern,MW3,3,Region,Chikwawa,MW310,10,District,STA Ndakwela,MW31008,8,Traditional Area,-16.18830156,34.68139781
184950,Malawi,MWI,MW,Southern,MW3,3,Region,Chikwawa,MW310,10,District,TA Mlilima,MW31009,9,Traditional Area,-15.99906025,34.84934771
184951,Malawi,MWI,MW,Southern,MW3,3,Region,Chikwawa,MW310,10,District,STA Masache,MW31010,10,Traditional Area,-16.60272931,34.92334386
184952,Malawi,MWI,MW,Southern,MW3,3,Region,Chikwawa,MW310,10,District,TA Ngowe,MW31011,11,Traditional Area,-16.49356743,35.00631209
184953,Malawi,MWI,MW,Southern,MW3,3,Region,Chikwawa,MW310,10,District,Lengwe National Park,MW31012,12,Traditional Area,-16.22260465,34.57235079
184954,Malawi,MWI,MW,Southern,MW3,3,Region,Chikwawa,MW310,10,District,Majete Game Reserve - Chikwawa,MW31013,13,Traditional Area,-15.93325861,34.61268888
184955,Malawi,MWI,MW,Southern,MW3,3,Region,Chikwawa,MW310,10,District,Chikwawa Boma,MW31020,20,Traditional Area,-16.02183563,34.79122896
184956,Malawi,MWI,MW,Southern,MW3,3,Region,Chikwawa,MW310,10,District,Ngabu Urban,MW31021,21,Traditional Area,-16.46332762,34.87690498
184957,Malawi,MWI,MW,Southern,MW3,3,Region,Nsanje,MW311,11,District,TA Ndamera,MW31101,1,Traditional Area,-17.0814482,35.16462721
184958,Malawi,MWI,MW,Southern,MW3,3,Region,Nsanje,MW311,11,District,TA Chimombo,MW31102,2,Traditional Area,-17.02884431,35.2089194
184959,Malawi,MWI,MW,Southern,MW3,3,Region,Nsanje,MW311,11,District,TA Nyachikadza,MW31103,3,Traditional Area,-17.05077481,35.27763163
184960,Malawi,MWI,MW,Southern,MW3,3,Region,Nsanje,MW311,11,District,TA Mlolo,MW31104,4,Traditional Area,-16.4369899,35.15952718
184961,Malawi,MWI,MW,Southern,MW3,3,Region,Nsanje,MW311,11,District,TA Tengani,MW31105,5,Traditional Area,-16.76637291,35.2078474
184962,Malawi,MWI,MW,Southern,MW3,3,Region,Nsanje,MW311,11,District,TA Malemia,MW31106,6,Traditional Area,-16.90272736,35.21720072
184963,Malawi,MWI,MW,Southern,MW3,3,Region,Nsanje,MW311,11,District,TA Mbenje,MW31107,7,Traditional Area,-16.60758418,35.08940024
184964,Malawi,MWI,MW,Southern,MW3,3,Region,Nsanje,MW311,11,District,TA Ngabu,MW31108,8,Traditional Area,-16.9781437,35.20391439
184965,Malawi,MWI,MW,Southern,MW3,3,Region,Nsanje,MW311,11,District,TA Makoko,MW31109,9,Traditional Area,-17.00592551,35.12652932
184966,Malawi,MWI,MW,Southern,MW3,3,Region,Nsanje,MW311,11,District,Mwabvi Game Reserve,MW31110,10,Traditional Area,-16.71523374,35.01759818
184967,Malawi,MWI,MW,Southern,MW3,3,Region,Nsanje,MW311,11,District,Nsanje Boma,MW31120,20,Traditional Area,-16.92249457,35.25503846
184968,Malawi,MWI,MW,Southern,MW3,3,Region,Balaka,MW312,12,District,TA Msamala,MW31201,1,Traditional Area,-15.06123476,35.06895406
184969,Malawi,MWI,MW,Southern,MW3,3,Region,Balaka,MW312,12,District,TA Kalembo,MW31202,2,Traditional Area,-14.83759864,35.18181528
184970,Malawi,MWI,MW,Southern,MW3,3,Region,Balaka,MW312,12,District,STA Kachenga,MW31203,3,Traditional Area,-14.85416987,35.04568896
184971,Malawi,MWI,MW,Southern,MW3,3,Region,Balaka,MW312,12,District,TA Amidu,MW31204,4,Traditional Area,-14.96185832,35.20130191
184972,Malawi,MWI,MW,Southern,MW3,3,Region,Balaka,MW312,12,District,TA Nkaya,MW31205,5,Traditional Area,-15.20574343,35.05791363
184973,Malawi,MWI,MW,Southern,MW3,3,Region,Balaka,MW312,12,District,STA Phalula,MW31206,6,Traditional Area,-15.26642676,34.90643098
184974,Malawi,MWI,MW,Southern,MW3,3,Region,Balaka,MW312,12,District,TA Chanthunya,MW31207,7,Traditional Area,-15.1347405,34.93486929
184975,Malawi,MWI,MW,Southern,MW3,3,Region,Balaka,MW312,12,District,TA Sawali,MW31208,8,Traditional Area,-14.9692682,35.06147573
184976,Malawi,MWI,MW,Southern,MW3,3,Region,Balaka,MW312,12,District,STA Matola,MW31209,9,Traditional Area,-14.92142651,34.95524063
184977,Malawi,MWI,MW,Southern,MW3,3,Region,Balaka,MW312,12,District,STA Toleza,MW31210,10,Traditional Area,-14.90095351,34.99514899
184978,Malawi,MWI,MW,Southern,MW3,3,Region,Balaka,MW312,12,District,Balaka Town,MW31220,20,Traditional Area,-14.98752322,34.95898869
184979,Malawi,MWI,MW,Southern,MW3,3,Region,Balaka,MW312,12,District,Liwonde Town,MW31221,21,Traditional Area,-15.05618452,35.20483297
184980,Malawi,MWI,MW,Southern,MW3,3,Region,Neno,MW313,13,District,TA Dambe,MW31301,1,Traditional Area,-15.36807826,34.58907185
184981,Malawi,MWI,MW,Southern,MW3,3,Region,Neno,MW313,13,District,TA Mlauli,MW31302,2,Traditional Area,-15.59199985,34.65364688
184982,Malawi,MWI,MW,Southern,MW3,3,Region,Neno,MW313,13,District,TA Symon Likongwe,MW31303,3,Traditional Area,-15.43484526,34.81176033
184983,Malawi,MWI,MW,Southern,MW3,3,Region,Neno,MW313,13,District,TA Chekucheku,MW31304,4,Traditional Area,-15.33265408,34.71098075
184984,Malawi,MWI,MW,Southern,MW3,3,Region,Neno,MW313,13,District,Neno Boma,MW31320,20,Traditional Area,-15.39332057,34.65223252
184985,Malawi,MWI,MW,Southern,MW3,3,Region,Zomba City,MW314,14,District,Mpira Ward,MW31431,31,Traditional Area,-15.41201678,35.3380174
184986,Malawi,MWI,MW,Southern,MW3,3,Region,Zomba City,MW314,14,District,Mbedza Ward,MW31432,32,Traditional Area,-15.40055324,35.30040969
184987,Malawi,MWI,MW,Southern,MW3,3,Region,Zomba City,MW314,14,District,Chinamwali Ward,MW31433,33,Traditional Area,-15.37625948,35.36021619
184988,Malawi,MWI,MW,Southern,MW3,3,Region,Zomba City,MW314,14,District,Chirunga Ward,MW31434,34,Traditional Area,-15.38938294,35.3466959
184989,Malawi,MWI,MW,Southern,MW3,3,Region,Zomba City,MW314,14,District,Mtiya Ward,MW31435,35,Traditional Area,-15.38378908,35.30417249
184990,Malawi,MWI,MW,Southern,MW3,3,Region,Zomba City,MW314,14,District,Masongola Ward,MW31436,36,Traditional Area,-15.37183696,35.33613247
184991,Malawi,MWI,MW,Southern,MW3,3,Region,Zomba City,MW314,14,District,Zomba Central Ward,MW31437,37,Traditional Area,-15.39002835,35.32341962
184992,Malawi,MWI,MW,Southern,MW3,3,Region,Zomba City,MW314,14,District,Likangala Ward,MW31438,38,Traditional Area,-15.39602092,35.3318565
184993,Malawi,MWI,MW,Southern,MW3,3,Region,Zomba City,MW314,14,District,Chambo Ward,MW31439,39,Traditional Area,-15.39890568,35.31690295
184994,Malawi,MWI,MW,Southern,MW3,3,Region,Zomba City,MW314,14,District,Sadzi Ward,MW31440,40,Traditional Area,-15.41224392,35.31586715
184995,Malawi,MWI,MW,Southern,MW3,3,Region,Blantyre City,MW315,15,District,Michiru Ward,MW31531,31,Traditional Area,-15.73041039,35.00918707
184996,Malawi,MWI,MW,Southern,MW3,3,Region,Blantyre City,MW315,15,District,South Lunzu Ward,MW31532,32,Traditional Area,-15.73268766,35.05409933
184997,Malawi,MWI,MW,Southern,MW3,3,Region,Blantyre City,MW315,15,District,Mapanga Ward,MW31533,33,Traditional Area,-15.75019003,35.09580543
184998,Malawi,MWI,MW,Southern,MW3,3,Region,Blantyre City,MW315,15,District,Nkolokoti Ward,MW31534,34,Traditional Area,-15.78430669,35.06663645
184999,Malawi,MWI,MW,Southern,MW3,3,Region,Blantyre City,MW315,15,District,Ndirande Matope Ward,MW31535,35,Traditional Area,-15.77850786,35.04833698
185000,Malawi,MWI,MW,Southern,MW3,3,Region,Blantyre City,MW315,15,District,Ndirande Makata Ward,MW31536,36,Traditional Area,-15.76481874,35.04367997
185001,Malawi,MWI,MW,Southern,MW3,3,Region,Blantyre City,MW315,15,District,Ndirande Gamulani Ward,MW31537,37,Traditional Area,-15.75494256,35.03754053
185002,Malawi,MWI,MW,Southern,MW3,3,Region,Blantyre City,MW315,15,District,Nyambadwe Ward,MW31538,38,Traditional Area,-15.76743296,35.02192482
185003,Malawi,MWI,MW,Southern,MW3,3,Region,Blantyre City,MW315,15,District,Mbayani Ward,MW31539,39,Traditional Area,-15.77043173,35.00469962
185004,Malawi,MWI,MW,Southern,MW3,3,Region,Blantyre City,MW315,15,District,Chilomoni Ward,MW31540,40,Traditional Area,-15.7612377,34.98240455
185005,Malawi,MWI,MW,Southern,MW3,3,Region,Blantyre City,MW315,15,District,Blantyre City Centre Ward,MW31541,41,Traditional Area,-15.79264395,34.99308628
185006,Malawi,MWI,MW,Southern,MW3,3,Region,Blantyre City,MW315,15,District,Namalimwe Ward,MW31542,42,Traditional Area,-15.78984989,35.02753572
185007,Malawi,MWI,MW,Southern,MW3,3,Region,Blantyre City,MW315,15,District,Limbe Central Ward,MW31543,43,Traditional Area,-15.80818199,35.05969461
185008,Malawi,MWI,MW,Southern,MW3,3,Region,Blantyre City,MW315,15,District,Mzedi Ward,MW31544,44,Traditional Area,-15.81118324,35.10292047
185009,Malawi,MWI,MW,Southern,MW3,3,Region,Blantyre City,MW315,15,District,Bangwe Ward,MW31545,45,Traditional Area,-15.82825037,35.08859655
185010,Malawi,MWI,MW,Southern,MW3,3,Region,Blantyre City,MW315,15,District,Bangwe Mthandizi Ward,MW31546,46,Traditional Area,-15.82122789,35.07215034
185011,Malawi,MWI,MW,Southern,MW3,3,Region,Blantyre City,MW315,15,District,Soche East Ward,MW31547,47,Traditional Area,-15.80879819,35.0227626
185012,Malawi,MWI,MW,Southern,MW3,3,Region,Blantyre City,MW315,15,District,Blantyre South Ward,MW31548,48,Traditional Area,-15.80756498,34.99755005
185013,Malawi,MWI,MW,Southern,MW3,3,Region,Blantyre City,MW315,15,District,Green Corner Ward,MW31549,49,Traditional Area,-15.8328626,34.99409022
185014,Malawi,MWI,MW,Southern,MW3,3,Region,Blantyre City,MW315,15,District,Soche West Ward,MW31550,50,Traditional Area,-15.83181768,35.02251608
185015,Malawi,MWI,MW,Southern,MW3,3,Region,Blantyre City,MW315,15,District,Namiyango Ward,MW31551,51,Traditional Area,-15.83961213,35.08265692
185016,Malawi,MWI,MW,Southern,MW3,3,Region,Blantyre City,MW315,15,District,Chigumula Ward,MW31552,52,Traditional Area,-15.86767379,35.07830043
185017,Malawi,MWI,MW,Southern,MW3,3,Region,Blantyre City,MW315,15,District,Misesa Ward,MW31553,53,Traditional Area,-15.84127708,35.04702068